N,K,P,Zn,Mg,S,pH,Rainfall,Temperature,Humidity,Crop_Subcategory
2.6,2.7,1.6,0.3,1.2,0.4,6.8,675.8,23.1,74.4,Mangoes_Banganapalli
3.1,3.2,2.4,0.5,1.3,0.7,6.2,772.1,27.5,70.1,Mangoes_Banganapalli
2.9,2.6,2.4,0.6,1.6,0.6,7.1,789.0,29.9,71.6,Mangoes_Banganapalli
3.0,3.1,1.5,0.6,1.5,0.4,6.9,601.4,28.4,72.8,Mangoes_Banganapalli
2.8,3.3,2.4,0.6,1.1,0.8,6.3,683.5,25.5,74.1,Mangoes_Banganapalli
2.8,3.2,2.0,0.4,1.3,0.5,7.2,687.7,28.6,70.3,Mangoes_Banganapalli
2.9,2.9,1.5,0.4,1.5,0.5,6.9,666.8,24.3,72.6,Mangoes_Banganapalli
3.0,3.2,2.2,0.3,1.3,0.5,6.7,777.1,26.3,73.7,Mangoes_Banganapalli
2.5,2.6,2.2,0.4,1.3,0.3,6.6,812.8,24.4,77.7,Mangoes_Banganapalli
3.0,2.8,1.8,0.2,1.3,0.3,6.5,694.9,24.0,66.0,Mangoes_Banganapalli
2.7,2.6,2.2,0.3,1.0,0.5,6.2,817.8,26.8,65.6,Mangoes_Banganapalli
2.8,3.5,2.4,0.4,1.4,0.8,6.4,694.0,27.1,70.6,Mangoes_Banganapalli
2.8,2.7,2.1,0.3,1.1,0.6,6.3,733.2,27.9,75.7,Mangoes_Banganapalli
2.7,3.1,1.7,0.4,1.2,0.5,7.1,648.7,24.4,70.6,Mangoes_Banganapalli
2.7,3.1,2.2,0.4,1.4,0.6,6.3,706.8,23.9,70.0,Mangoes_Banganapalli
3.2,3.3,2.1,0.2,1.3,0.7,6.9,625.1,30.0,77.4,Mangoes_Banganapalli
2.7,3.1,2.2,0.4,1.3,0.4,7.0,685.8,23.4,65.4,Mangoes_Banganapalli
3.1,3.2,1.7,0.4,1.6,0.8,7.0,821.6,23.2,76.2,Mangoes_Banganapalli
3.2,3.3,1.7,0.5,1.6,0.7,7.0,733.2,24.8,79.2,Mangoes_Banganapalli
2.9,2.8,2.3,0.3,1.1,0.6,6.4,803.6,29.6,74.0,Mangoes_Banganapalli
2.7,3.3,2.1,0.3,1.4,0.7,6.8,756.3,24.1,73.1,Mangoes_Banganapalli
2.8,2.9,2.0,0.4,1.6,0.6,7.0,730.9,27.8,74.6,Mangoes_Banganapalli
3.1,3.1,2.4,0.3,1.2,0.5,7.2,789.0,23.5,67.9,Mangoes_Banganapalli
2.5,3.5,1.7,0.5,1.3,0.4,6.7,652.2,28.1,72.9,Mangoes_Banganapalli
3.0,2.8,2.2,0.4,1.4,0.4,6.3,635.8,24.5,75.5,Mangoes_Banganapalli
2.7,2.7,2.1,0.2,1.6,0.3,6.4,747.7,28.5,78.7,Mangoes_Banganapalli
3.1,3.0,1.8,0.5,1.5,0.4,6.6,801.5,26.1,70.5,Mangoes_Banganapalli
3.2,2.7,1.6,0.5,1.2,0.6,6.4,666.3,24.6,72.6,Mangoes_Banganapalli
2.6,2.8,2.1,0.3,1.4,0.4,7.1,690.3,28.0,70.8,Mangoes_Banganapalli
3.1,3.4,2.0,0.2,1.2,0.4,6.2,835.4,29.3,72.2,Mangoes_Banganapalli
3.2,2.9,1.6,0.2,1.1,0.6,6.7,621.3,24.9,78.0,Mangoes_Banganapalli
3.1,3.2,2.1,0.5,1.1,0.4,6.5,655.7,23.1,66.0,Mangoes_Banganapalli
3.0,3.3,1.7,0.3,1.2,0.4,6.4,760.3,23.2,71.2,Mangoes_Banganapalli
2.7,3.2,1.8,0.6,1.6,0.4,6.6,754.9,25.2,78.4,Mangoes_Banganapalli
2.6,3.2,1.5,0.2,1.5,0.5,6.3,773.7,29.9,74.3,Mangoes_Banganapalli
3.0,3.2,2.3,0.3,1.0,0.3,7.1,711.1,26.2,78.7,Mangoes_Banganapalli
2.6,3.3,1.6,0.4,1.1,0.4,6.6,649.8,26.7,74.1,Mangoes_Banganapalli
2.8,2.7,1.7,0.3,1.4,0.7,6.7,717.1,24.1,72.1,Mangoes_Banganapalli
3.0,3.2,1.8,0.3,1.4,0.7,6.3,624.3,25.1,65.3,Mangoes_Banganapalli
2.7,3.0,2.2,0.3,1.2,0.5,7.0,809.9,24.3,70.9,Mangoes_Banganapalli
3.1,3.2,2.0,0.3,1.3,0.6,7.1,797.9,30.0,77.1,Mangoes_Banganapalli
3.1,3.1,1.8,0.5,1.0,0.5,6.5,632.6,23.3,71.3,Mangoes_Banganapalli
3.1,3.0,2.2,0.3,1.1,0.4,6.4,731.2,26.2,79.6,Mangoes_Banganapalli
2.6,2.9,1.7,0.3,1.5,0.7,6.5,785.8,25.0,72.9,Mangoes_Banganapalli
3.0,3.1,2.0,0.3,1.3,0.8,6.7,612.1,28.2,67.4,Mangoes_Banganapalli
3.0,2.6,2.4,0.4,1.0,0.6,6.7,661.3,28.4,69.2,Mangoes_Banganapalli
2.6,3.5,1.8,0.3,1.6,0.6,6.2,782.2,26.1,68.8,Mangoes_Banganapalli
3.0,2.7,2.4,0.3,1.5,0.8,6.3,779.1,28.0,69.0,Mangoes_Banganapalli
3.0,2.6,2.1,0.3,1.5,0.4,6.5,795.2,26.5,68.2,Mangoes_Banganapalli
2.8,3.5,2.4,0.4,1.5,0.4,6.6,699.7,29.4,72.2,Mangoes_Banganapalli
2.9,3.2,2.4,0.3,1.4,0.5,6.5,798.3,24.2,68.3,Mangoes_Banganapalli
2.9,3.2,1.5,0.5,1.3,0.8,7.0,697.9,23.9,79.9,Mangoes_Banganapalli
2.8,2.9,2.2,0.3,1.4,0.4,6.8,707.0,24.2,71.9,Mangoes_Banganapalli
2.6,3.5,1.6,0.5,1.3,0.6,7.1,776.2,24.9,77.9,Mangoes_Banganapalli
2.5,2.7,2.0,0.5,1.4,0.5,7.1,840.2,23.3,67.4,Mangoes_Banganapalli
2.9,3.2,1.8,0.3,1.3,0.3,6.6,712.2,29.5,71.8,Mangoes_Banganapalli
3.1,3.4,1.6,0.2,1.2,0.5,6.7,847.2,29.0,76.0,Mangoes_Banganapalli
2.9,2.6,2.3,0.5,1.5,0.6,6.9,618.8,25.7,76.9,Mangoes_Banganapalli
2.6,3.5,2.4,0.6,1.3,0.7,6.6,699.5,25.0,69.4,Mangoes_Banganapalli
3.2,3.1,2.4,0.3,1.4,0.8,6.5,759.5,24.9,65.6,Mangoes_Banganapalli
2.9,2.5,2.3,0.5,1.3,0.6,6.4,658.5,24.7,67.5,Mangoes_Banganapalli
2.6,2.7,1.8,0.5,1.0,0.3,7.1,748.9,29.7,73.7,Mangoes_Banganapalli
2.9,3.0,1.7,0.5,1.6,0.7,7.1,714.2,23.7,78.4,Mangoes_Banganapalli
2.7,3.4,1.9,0.3,1.4,0.5,6.8,602.3,25.0,72.6,Mangoes_Banganapalli
2.5,3.0,1.8,0.3,1.5,0.6,6.6,731.6,25.7,75.5,Mangoes_Banganapalli
2.9,2.8,2.1,0.4,1.4,0.6,7.1,657.8,26.3,79.7,Mangoes_Banganapalli
3.1,2.8,1.5,0.6,1.5,0.7,6.5,846.6,29.7,71.5,Mangoes_Banganapalli
2.8,3.1,1.6,0.2,1.4,0.7,7.1,671.7,28.8,70.6,Mangoes_Banganapalli
3.2,3.3,2.0,0.5,1.6,0.5,6.3,618.0,26.7,75.9,Mangoes_Banganapalli
2.8,3.3,1.7,0.5,1.5,0.7,7.0,768.4,23.7,75.9,Mangoes_Banganapalli
2.9,3.3,2.2,0.5,1.6,0.7,6.6,829.5,24.7,79.9,Mangoes_Banganapalli
2.5,3.0,2.4,0.4,1.5,0.8,6.6,658.0,28.3,68.3,Mangoes_Banganapalli
2.8,3.2,1.8,0.3,1.2,0.7,6.6,769.2,27.7,78.0,Mangoes_Banganapalli
2.7,3.3,1.9,0.5,1.2,0.7,7.0,760.0,29.5,65.4,Mangoes_Banganapalli
2.9,3.2,2.4,0.5,1.6,0.7,7.1,741.9,24.1,65.6,Mangoes_Banganapalli
2.6,2.6,2.5,0.5,1.6,0.4,6.3,631.5,23.5,72.5,Mangoes_Banganapalli
2.5,2.8,2.4,0.4,1.4,0.6,6.5,703.3,27.0,66.5,Mangoes_Banganapalli
2.6,2.9,2.0,0.5,1.5,0.5,6.4,780.4,26.7,67.3,Mangoes_Banganapalli
2.9,2.5,1.5,0.4,1.5,0.3,7.2,674.7,28.8,77.6,Mangoes_Banganapalli
3.2,3.1,1.9,0.2,1.1,0.7,6.4,600.1,24.2,71.8,Mangoes_Banganapalli
2.9,2.5,1.7,0.4,1.4,0.7,6.6,610.9,25.0,75.4,Mangoes_Banganapalli
2.9,2.7,1.7,0.4,1.3,0.4,6.3,680.4,24.2,65.0,Mangoes_Banganapalli
3.0,3.2,1.6,0.3,1.3,0.7,6.6,741.0,29.2,68.4,Mangoes_Banganapalli
2.7,3.1,2.3,0.6,1.3,0.5,6.5,694.1,26.6,73.8,Mangoes_Banganapalli
3.1,3.0,2.4,0.4,1.3,0.5,6.5,639.0,29.0,66.0,Mangoes_Banganapalli
2.8,2.8,1.7,0.3,1.2,0.7,7.1,630.7,28.2,66.5,Mangoes_Banganapalli
2.6,2.8,2.0,0.4,1.4,0.8,6.8,781.1,25.2,72.4,Mangoes_Banganapalli
3.2,2.8,1.6,0.4,1.1,0.5,7.0,649.8,29.3,66.6,Mangoes_Banganapalli
2.8,3.3,1.9,0.6,1.6,0.6,6.7,842.5,28.4,75.9,Mangoes_Banganapalli
2.8,3.3,2.1,0.4,1.1,0.4,7.0,702.8,26.6,66.9,Mangoes_Banganapalli
2.9,2.9,1.7,0.5,1.1,0.5,6.8,735.6,24.7,76.2,Mangoes_Banganapalli
2.8,3.4,2.4,0.3,1.3,0.6,6.5,844.6,29.7,78.2,Mangoes_Banganapalli
2.5,3.0,1.6,0.3,1.1,0.4,6.4,670.1,25.6,79.6,Mangoes_Totapuri
3.0,2.7,1.7,0.5,1.2,0.4,6.3,765.0,29.6,78.9,Mangoes_Totapuri
2.6,3.2,2.1,0.3,1.2,0.6,6.9,723.6,24.3,77.8,Mangoes_Totapuri
3.1,3.2,2.2,0.6,1.5,0.8,6.4,703.5,26.7,73.5,Mangoes_Totapuri
2.8,2.7,2.0,0.4,1.3,0.4,6.9,702.0,23.6,66.0,Mangoes_Totapuri
2.9,2.6,1.6,0.5,1.6,0.7,6.9,748.5,29.9,71.8,Mangoes_Totapuri
2.7,2.8,1.5,0.2,1.0,0.7,6.4,678.2,23.9,79.4,Mangoes_Totapuri
2.7,3.1,2.4,0.2,1.1,0.6,6.5,757.8,26.1,73.7,Mangoes_Totapuri
2.8,2.6,1.7,0.5,1.6,0.6,7.1,627.4,26.8,70.5,Mangoes_Totapuri
2.6,3.4,2.1,0.3,1.5,0.3,7.0,729.8,29.8,73.5,Mangoes_Totapuri
2.9,3.3,2.4,0.6,1.4,0.6,7.1,712.3,23.1,78.2,Mangoes_Totapuri
2.7,3.4,2.0,0.4,1.6,0.7,6.8,742.2,28.5,73.6,Mangoes_Totapuri
3.2,3.2,2.3,0.5,1.0,0.6,6.6,694.9,28.9,65.6,Mangoes_Totapuri
3.1,2.8,2.2,0.4,1.3,0.6,6.6,761.1,24.7,69.0,Mangoes_Totapuri
2.5,3.1,1.6,0.6,1.3,0.7,7.0,648.9,23.5,68.7,Mangoes_Totapuri
2.8,3.1,2.2,0.3,1.6,0.6,6.2,814.1,28.9,70.4,Mangoes_Totapuri
3.0,3.1,2.2,0.4,1.4,0.4,6.6,793.9,28.6,69.2,Mangoes_Totapuri
2.8,2.6,2.3,0.4,1.6,0.5,7.1,696.4,23.9,76.4,Mangoes_Totapuri
3.1,3.2,1.6,0.4,1.6,0.8,7.2,609.2,23.6,80.0,Mangoes_Totapuri
3.1,2.8,2.1,0.5,1.6,0.4,6.4,673.5,27.0,77.4,Mangoes_Totapuri
2.5,2.6,1.7,0.4,1.5,0.4,6.7,716.7,29.1,66.7,Mangoes_Totapuri
2.8,3.5,1.9,0.3,1.1,0.3,6.4,831.5,28.0,73.5,Mangoes_Totapuri
2.9,3.2,1.9,0.5,1.1,0.5,6.3,843.6,25.2,68.3,Mangoes_Totapuri
2.8,3.5,2.2,0.2,1.3,0.5,6.7,654.5,24.3,72.0,Mangoes_Totapuri
2.7,2.6,2.4,0.3,1.2,0.3,6.3,732.7,25.3,66.3,Mangoes_Totapuri
2.6,2.6,2.0,0.5,1.1,0.4,6.4,735.2,28.6,77.4,Mangoes_Totapuri
2.7,2.7,1.7,0.5,1.5,0.6,6.4,627.4,27.6,65.6,Mangoes_Totapuri
2.5,2.8,2.3,0.4,1.6,0.5,6.6,649.5,25.0,72.0,Mangoes_Totapuri
2.5,2.7,1.7,0.5,1.1,0.7,7.1,696.5,25.2,71.5,Mangoes_Totapuri
2.9,2.8,1.9,0.4,1.5,0.8,7.0,826.7,28.7,70.0,Mangoes_Totapuri
3.1,3.1,2.1,0.3,1.5,0.5,6.6,645.9,23.4,67.9,Mangoes_Totapuri
3.1,3.0,2.2,0.5,1.1,0.6,6.5,675.8,25.9,78.1,Mangoes_Totapuri
2.9,3.1,1.6,0.5,1.4,0.6,6.7,703.3,27.4,68.7,Mangoes_Totapuri
3.1,2.6,1.8,0.6,1.5,0.4,6.8,751.7,24.5,65.6,Mangoes_Totapuri
2.8,3.2,1.8,0.5,1.4,0.6,6.7,788.0,24.7,74.9,Mangoes_Totapuri
2.6,3.5,1.7,0.5,1.2,0.8,7.1,657.2,24.7,68.7,Mangoes_Totapuri
2.6,2.8,2.2,0.5,1.1,0.6,6.9,784.3,24.2,67.6,Mangoes_Totapuri
2.7,3.4,2.4,0.3,1.6,0.7,6.9,744.6,24.1,73.4,Mangoes_Totapuri
2.6,3.5,2.4,0.3,1.0,0.8,7.1,752.1,25.4,65.7,Mangoes_Totapuri
3.2,2.5,2.4,0.2,1.2,0.8,6.8,789.8,24.2,74.6,Mangoes_Totapuri
3.0,2.7,2.0,0.2,1.1,0.7,7.0,636.1,26.8,73.0,Mangoes_Totapuri
2.6,3.4,2.3,0.4,1.4,0.5,6.8,688.4,24.1,67.4,Mangoes_Totapuri
3.0,3.4,1.9,0.4,1.4,0.6,6.4,729.1,28.0,67.6,Mangoes_Totapuri
2.6,3.0,1.6,0.5,1.3,0.6,6.5,720.3,29.2,67.6,Mangoes_Totapuri
2.8,2.8,1.7,0.6,1.5,0.4,6.8,669.6,23.2,75.0,Mangoes_Totapuri
3.1,3.4,2.0,0.3,1.0,0.5,7.0,664.7,24.0,79.8,Mangoes_Totapuri
3.0,2.8,1.8,0.5,1.6,0.4,6.3,718.0,28.3,66.8,Mangoes_Totapuri
3.1,2.9,2.2,0.4,1.1,0.8,6.7,840.4,23.7,69.4,Mangoes_Totapuri
2.8,2.7,2.0,0.3,1.4,0.4,6.8,611.2,28.3,67.8,Mangoes_Totapuri
3.0,2.8,2.0,0.6,1.6,0.6,7.2,618.1,29.5,66.3,Mangoes_Totapuri
2.9,2.6,2.4,0.3,1.4,0.4,6.9,637.7,29.5,70.0,Mangoes_Totapuri
2.8,2.8,1.6,0.6,1.1,0.6,6.4,835.5,26.9,65.5,Mangoes_Totapuri
3.0,3.0,1.7,0.3,1.0,0.6,6.7,712.4,26.3,79.1,Mangoes_Totapuri
3.0,2.6,1.6,0.6,1.3,0.5,6.7,774.8,30.0,68.1,Mangoes_Totapuri
2.6,2.5,2.4,0.4,1.0,0.6,6.6,701.5,26.3,78.0,Mangoes_Totapuri
3.2,2.8,1.8,0.6,1.2,0.7,6.9,804.2,26.0,72.4,Mangoes_Totapuri
2.8,3.0,2.5,0.6,1.2,0.7,6.5,700.6,29.2,75.4,Mangoes_Totapuri
2.5,3.3,2.3,0.3,1.6,0.5,7.0,680.1,26.5,77.0,Mangoes_Totapuri
2.7,2.9,2.0,0.5,1.0,0.7,6.9,626.9,28.5,78.4,Mangoes_Totapuri
3.0,2.7,2.5,0.2,1.1,0.3,6.8,641.0,25.2,76.8,Mangoes_Totapuri
3.1,3.1,2.4,0.3,1.5,0.6,7.0,713.2,27.2,69.2,Mangoes_Totapuri
2.9,2.9,2.4,0.3,1.4,0.7,6.7,775.7,27.9,71.6,Mangoes_Totapuri
2.7,2.8,2.3,0.2,1.3,0.4,6.6,635.3,27.7,70.0,Mangoes_Totapuri
2.7,3.4,2.3,0.4,1.3,0.7,6.4,676.0,26.1,78.6,Mangoes_Totapuri
2.6,2.6,1.8,0.6,1.2,0.4,7.2,681.0,24.8,75.6,Mangoes_Totapuri
3.1,2.8,2.3,0.5,1.5,0.8,6.7,837.7,25.9,78.7,Mangoes_Totapuri
2.6,3.1,2.1,0.5,1.4,0.5,7.1,711.7,24.5,65.2,Mangoes_Totapuri
3.0,2.8,1.8,0.5,1.1,0.5,6.6,763.3,24.8,76.0,Mangoes_Totapuri
3.2,3.2,2.2,0.5,1.2,0.4,7.2,807.2,25.8,78.5,Mangoes_Totapuri
2.7,2.5,2.0,0.4,1.5,0.8,6.7,728.8,25.9,65.2,Mangoes_Totapuri
2.7,3.2,2.2,0.4,1.4,0.4,6.9,608.3,26.6,70.5,Mangoes_Totapuri
3.1,3.4,1.9,0.6,1.1,0.5,6.5,728.6,23.5,77.9,Mangoes_Totapuri
3.2,3.1,2.2,0.3,1.0,0.3,6.3,813.8,29.1,72.1,Mangoes_Totapuri
2.8,2.7,2.0,0.2,1.2,0.6,6.5,635.8,26.6,69.3,Mangoes_Totapuri
2.7,3.0,2.0,0.3,1.1,0.3,6.4,617.1,23.7,66.1,Mangoes_Totapuri
2.7,2.6,2.2,0.5,1.1,0.4,7.1,630.6,23.1,75.0,Mangoes_Totapuri
2.5,3.0,2.5,0.6,1.3,0.5,6.7,612.4,24.9,76.0,Mangoes_Totapuri
3.1,3.1,1.6,0.5,1.3,0.6,6.5,681.1,29.1,71.3,Mangoes_Totapuri
2.8,2.9,2.0,0.3,1.1,0.3,7.0,643.5,28.2,68.5,Mangoes_Totapuri
3.0,3.0,1.9,0.5,1.3,0.4,7.2,626.8,26.3,69.5,Mangoes_Totapuri
2.8,2.6,2.3,0.6,1.6,0.6,7.0,799.8,23.3,74.2,Mangoes_Totapuri
3.1,3.0,1.9,0.3,1.1,0.5,6.3,797.4,23.1,71.8,Mangoes_Totapuri
2.7,3.0,2.4,0.3,1.0,0.6,6.9,689.3,25.8,73.0,Mangoes_Totapuri
3.2,3.2,1.8,0.3,1.5,0.5,7.0,755.2,23.4,76.2,Mangoes_Totapuri
2.9,2.7,1.7,0.4,1.4,0.5,6.7,651.9,28.6,79.8,Mangoes_Totapuri
2.7,2.6,2.4,0.4,1.3,0.6,6.7,807.7,29.4,75.4,Mangoes_Totapuri
2.9,3.3,2.1,0.3,1.5,0.3,6.7,802.4,23.6,77.7,Mangoes_Totapuri
3.1,2.9,1.6,0.5,1.5,0.7,6.8,777.9,25.6,75.9,Mangoes_Totapuri
2.5,3.4,1.9,0.3,1.6,0.7,7.0,703.2,29.7,73.0,Mangoes_Totapuri
2.7,3.2,1.8,0.3,1.3,0.7,6.9,779.3,23.2,69.3,Mangoes_Totapuri
2.8,2.6,2.3,0.5,1.4,0.7,6.6,671.3,25.0,71.9,Mangoes_Totapuri
2.6,3.1,1.9,0.5,1.2,0.3,6.9,735.4,28.7,68.5,Mangoes_Totapuri
2.6,2.7,1.6,0.5,1.5,0.7,6.3,634.5,26.3,69.9,Mangoes_Totapuri
2.8,2.5,2.5,0.4,1.2,0.4,6.2,752.0,29.2,66.0,Mangoes_Totapuri
2.8,3.3,2.1,0.3,1.3,0.4,6.5,625.4,24.1,72.7,Mangoes_Totapuri
2.5,2.9,2.2,0.5,1.2,0.5,7.2,757.2,28.1,76.0,Mangoes_Totapuri
2.6,3.0,1.7,0.4,1.1,0.6,6.8,791.9,27.2,69.9,Mangoes_Totapuri
3.0,3.3,2.0,0.4,1.2,0.5,7.1,712.6,27.5,67.4,Mangoes_Totapuri
2.9,3.4,2.0,0.6,1.1,0.5,6.4,784.8,27.3,69.4,Mangoes_Totapuri
2.6,3.0,1.5,0.4,1.5,0.3,6.3,786.2,25.8,66.6,Mangoes_Totapuri
2.6,3.3,2.2,0.4,1.2,0.4,6.6,672.8,25.5,78.1,Bananas_Nendran
3.2,3.4,2.2,0.5,1.3,0.6,6.4,671.1,23.6,75.3,Bananas_Nendran
3.2,3.2,2.1,0.3,1.4,0.4,7.0,757.6,29.5,67.8,Bananas_Nendran
3.1,2.6,2.0,0.3,1.6,0.3,6.4,777.6,27.6,76.7,Bananas_Nendran
2.6,2.6,1.8,0.3,1.3,0.5,6.4,849.1,23.4,76.7,Bananas_Nendran
3.0,3.0,2.5,0.6,1.0,0.4,6.3,763.9,24.7,69.9,Bananas_Nendran
2.8,3.3,1.7,0.4,1.2,0.7,6.7,751.8,23.4,74.8,Bananas_Nendran
2.9,2.9,1.6,0.3,1.1,0.6,6.5,626.0,23.8,71.8,Bananas_Nendran
3.0,3.1,2.2,0.3,1.4,0.5,6.6,681.2,24.7,78.8,Bananas_Nendran
2.7,3.4,1.8,0.2,1.4,0.3,6.6,830.6,26.6,67.0,Bananas_Nendran
2.6,2.7,2.2,0.6,1.1,0.4,6.5,788.8,30.0,70.4,Bananas_Nendran
2.7,2.8,1.6,0.4,1.3,0.5,6.5,615.6,24.8,70.6,Bananas_Nendran
2.9,3.2,2.2,0.5,1.3,0.8,6.8,815.9,25.6,79.9,Bananas_Nendran
2.7,2.5,2.2,0.4,1.1,0.7,7.2,843.1,28.8,67.8,Bananas_Nendran
3.2,2.8,1.5,0.6,1.4,0.6,6.7,766.1,26.5,69.6,Bananas_Nendran
2.7,3.3,2.0,0.3,1.4,0.7,7.2,849.5,28.8,71.6,Bananas_Nendran
2.9,3.0,2.4,0.3,1.5,0.7,7.0,668.2,29.2,72.9,Bananas_Nendran
2.6,2.8,2.0,0.6,1.6,0.3,6.3,820.7,27.4,69.4,Bananas_Nendran
2.6,2.5,1.6,0.3,1.4,0.4,6.8,835.9,23.4,73.4,Bananas_Nendran
3.2,2.6,2.3,0.5,1.0,0.8,7.0,749.8,28.7,76.6,Bananas_Nendran
3.2,3.0,2.1,0.4,1.0,0.8,7.1,607.8,25.6,78.0,Bananas_Nendran
2.9,3.3,1.6,0.5,1.2,0.6,6.6,681.8,23.2,78.7,Bananas_Nendran
2.5,3.5,1.9,0.6,1.4,0.7,7.1,657.6,24.6,69.0,Bananas_Nendran
2.6,2.9,1.7,0.4,1.5,0.3,6.4,711.4,25.7,75.3,Bananas_Nendran
3.1,2.8,1.7,0.3,1.2,0.6,6.8,674.4,25.7,75.3,Bananas_Nendran
3.1,2.7,1.6,0.2,1.5,0.5,7.0,634.0,23.6,75.4,Bananas_Nendran
2.5,2.7,1.5,0.3,1.4,0.4,6.5,615.1,27.0,74.0,Bananas_Nendran
3.0,2.7,1.7,0.4,1.4,0.5,6.3,749.6,25.1,75.8,Bananas_Nendran
3.0,2.8,2.2,0.4,1.3,0.7,6.3,815.4,25.6,66.1,Bananas_Nendran
2.6,3.0,2.1,0.5,1.4,0.4,7.1,650.5,26.3,69.0,Bananas_Nendran
2.9,2.9,2.1,0.5,1.5,0.6,6.7,690.4,23.6,67.2,Bananas_Nendran
2.7,3.3,2.4,0.4,1.2,0.3,6.5,797.1,25.4,69.6,Bananas_Nendran
2.6,3.0,2.1,0.6,1.6,0.4,6.6,692.2,25.4,80.0,Bananas_Nendran
2.6,2.8,2.4,0.5,1.4,0.7,6.3,629.7,23.6,75.4,Bananas_Nendran
2.9,3.4,2.3,0.4,1.1,0.5,6.5,802.8,27.3,70.0,Bananas_Nendran
2.8,2.7,1.9,0.6,1.4,0.7,7.2,834.9,27.1,69.4,Bananas_Nendran
3.0,3.2,1.8,0.5,1.3,0.6,6.7,644.4,29.9,75.0,Bananas_Nendran
3.2,3.1,2.2,0.3,1.4,0.5,6.9,659.9,26.1,71.5,Bananas_Nendran
2.6,3.3,2.4,0.5,1.1,0.5,7.0,625.0,25.3,76.7,Bananas_Nendran
3.1,3.2,2.3,0.4,1.3,0.8,7.0,678.2,26.7,66.2,Bananas_Nendran
2.8,3.0,2.3,0.3,1.5,0.8,6.6,624.8,28.1,70.8,Bananas_Nendran
2.9,3.2,2.1,0.6,1.5,0.4,6.5,680.5,27.8,77.1,Bananas_Nendran
3.0,3.0,1.8,0.3,1.4,0.3,6.2,766.3,29.4,70.5,Bananas_Nendran
3.0,2.6,2.1,0.3,1.1,0.3,6.9,742.8,25.3,68.9,Bananas_Nendran
2.7,2.9,2.3,0.2,1.1,0.6,6.6,682.2,29.1,66.8,Bananas_Nendran
3.1,2.8,1.6,0.6,1.4,0.4,6.7,807.6,27.2,67.0,Bananas_Nendran
2.9,3.2,1.8,0.5,1.2,0.4,6.9,767.4,27.1,74.0,Bananas_Nendran
2.6,2.9,2.0,0.3,1.0,0.5,6.8,823.5,23.7,70.9,Bananas_Nendran
2.6,3.4,1.5,0.6,1.1,0.7,6.8,723.9,25.4,75.7,Bananas_Nendran
2.9,3.1,2.3,0.3,1.4,0.7,6.6,690.5,27.9,78.2,Bananas_Nendran
2.6,3.2,2.0,0.6,1.0,0.7,6.6,753.3,23.5,76.7,Bananas_Nendran
2.9,3.4,1.7,0.4,1.5,0.6,6.6,676.4,24.1,70.1,Bananas_Nendran
2.7,3.3,2.3,0.4,1.2,0.7,6.7,670.0,26.2,65.8,Bananas_Nendran
2.5,3.0,2.0,0.2,1.3,0.5,6.4,606.5,23.6,70.3,Bananas_Nendran
2.6,3.4,2.3,0.3,1.1,0.7,6.9,784.8,27.5,79.9,Bananas_Nendran
2.7,3.4,2.4,0.3,1.1,0.6,6.8,631.8,25.4,71.5,Bananas_Nendran
2.5,3.4,2.5,0.5,1.0,0.6,6.3,717.3,28.9,79.2,Bananas_Nendran
3.1,2.9,2.3,0.5,1.0,0.7,6.8,705.8,27.6,71.3,Bananas_Nendran
2.9,2.7,2.2,0.3,1.2,0.7,6.2,795.1,28.7,65.2,Bananas_Nendran
2.6,3.0,2.3,0.3,1.1,0.4,6.9,750.0,28.7,75.7,Bananas_Nendran
3.2,2.8,2.0,0.6,1.2,0.5,7.0,697.7,25.7,77.8,Bananas_Nendran
2.6,2.5,2.2,0.2,1.5,0.8,7.1,770.5,25.3,67.5,Bananas_Nendran
2.9,3.1,1.7,0.4,1.4,0.6,6.3,649.5,23.4,76.1,Bananas_Nendran
3.0,3.5,2.5,0.6,1.1,0.3,6.3,836.3,25.8,72.8,Bananas_Nendran
3.1,2.9,2.0,0.4,1.4,0.8,6.3,637.9,28.2,77.5,Bananas_Nendran
2.8,3.2,2.3,0.2,1.5,0.5,6.4,624.0,23.1,65.2,Bananas_Nendran
2.7,3.2,2.3,0.3,1.1,0.4,6.5,728.1,29.6,73.7,Bananas_Nendran
2.5,3.2,2.1,0.5,1.5,0.7,6.6,727.8,28.3,65.4,Bananas_Nendran
3.1,2.7,1.6,0.3,1.3,0.6,6.3,707.8,27.1,65.8,Bananas_Nendran
3.0,2.5,2.4,0.5,1.0,0.4,6.9,730.5,29.1,67.6,Bananas_Nendran
2.7,2.7,2.3,0.2,1.6,0.3,7.1,842.2,29.0,74.2,Bananas_Nendran
2.9,2.6,2.1,0.3,1.5,0.7,6.2,833.7,26.1,65.8,Bananas_Nendran
2.8,3.4,2.5,0.3,1.3,0.5,6.4,636.6,24.4,70.1,Bananas_Nendran
3.1,3.3,1.7,0.3,1.5,0.6,7.1,817.8,23.1,79.3,Bananas_Nendran
3.1,2.8,1.7,0.5,1.4,0.5,6.9,835.0,23.1,74.9,Bananas_Nendran
2.9,2.9,2.4,0.3,1.2,0.7,6.5,669.5,28.5,69.7,Bananas_Nendran
2.7,3.2,2.5,0.3,1.3,0.4,7.2,637.5,25.3,69.2,Bananas_Nendran
